Subject Code*,Title*,Course Description*,Credit Hours*,Class Notes*,Registration Restrictions*,Degree Plans*,Skills Learned*,,,,,
CSCI-5322*,Algorithmic Human-Robot Interaction*,"Creating autonomous systems that interact with humans requires the synthesis of insights from a variety of disciplines. This course aims to provide students with the algorithms, models, and frameworks that form the building blocks required for developing intelligent autonomous systems that perform useful tasks while interacting with, coordinating with, co-existing with, or otherwise assisting humans. Previously offered as a special topics course.*",3*,"(FA25) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance.*",Restricted to graduate students only.*,"CSEN-PhD: Bin 2, Elective; CSEN-MS: Bin 2, Elective; CSEN-MSCPS: Bin 2, Elective, AIG Subplan, HCC Subplan, RBT Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Depth*","Motion Planning, Task Planning, Human Motion Modeling, Human Subjects Study Design and Analysis, Foundations of Reinforcement Learning*",,,,,
CSCI-5822*,Probabilistic and Causal Modeling in Computer Science*,"Introduces a set of modeling techniques that have become a mainstay of modern artificial intelligence and machine learning research. These techniques combine graphical models, Bayesian analysis, and multivariate statistics for probabilistic and causal inference and for interpreting the statistical structure of large data sets. Applications include healthcare, economics, marketing, social sciences, and more.*",3*,None available (FA24-FA26)*,Restricted to graduate students only. Recommended: Prerequisite undergraduate course in probabilty and statistics.*,"CSEN-PhD: Bin 2, Elective; CSEN-MS: Bin 2, Elective; CSEN-MSCPS: Bin 2, Elective, AIG Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Depth*","theory and programming about multivariate probability distributions, Bayesian statistics, probabilistic graphical models, information theory, inference, and prediction*",,,,,
CSCI-5849*,Input Interaction and Accessibility*,"Explores input and interaction techniques, with an emphasis on universal design and alternative interfaces. Students will explore traditional input methods such as keyboard and mouse input, and alternative techniques such as voice and eye gaze. Students will conduct performance evaluations of existing techniques, and prototype new interaction methods. Students will design technologies to support people with varying abilities and disabilities. Equivalent - Duplicate Degree Credit Not Granted: CSCI 4849 *",3*,None available (FA24-FA26)*,Restricted to graduate students only. Recommended: Prerequisite CSCI 3002 or CSCI 5839 (minimum grade B).*,"CSEN-PhD: Bin 2, Elective; CSEN-MS: Bin 2, Elective; CSEN-MSCPS: Bin 2, Elective, HCC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","Prototyping, accessibility assessment, accessible development*",,,,,
CSCI-5839*,User-Centered Design and Development 1*,"Develops the skills and practices necessary to apply user-centered approaches to software requirements analysis, and the design and evaluation of computer applications.*",3*,"(FA26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance. This class will have its last meeting day on Friday, Dec. 4, 2026.*",Restricted to graduate students only.*,"CSEN-PhD: Bin 2, Elective; CSEN-MS: Bin 2, Elective; CSEN-MSCPS: Bin 2, Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE - since CSCI 5839 and INFO 5609 are cross-listed, INFO 5609 does not count against non-CS course limit. However, INFO 5609 is limited to INFO graduate students. ; AINT-MSAI: Elective*","User-centered design, prototyping, user experience evaluation*",,,,,
CSCI-5622*,Machine Learning*,"Trains students to build computer systems that learn from experience. Includes the three main subfields: supervised learning, reinforcement learning and unsupervised learning. Emphasizes practical and theoretical understanding of the most widely used algorithms (neural networks, decision trees, support vector machines, Q-learning). Covers connections to data mining and statistical modeling. A strong foundation in probability, statistics, multivariate calculus, and linear algebra is highly recommended.*",3*,"(FA26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance. This class will have its last meeting day on Friday, Dec. 4, 2026.*","Prerequisites (APPM 3310 or CSCI 2820 or MATH 2130 or 2135 or 3130 or 3135) OR (APPM 3570 or 4570 or CHEN 3010 or CSCI 3022 or CVEN 3227 or ECEN 3810 or ECON 3818 or MATH 3510 or 4510 or MCEN 3047 or STAT 3100 or 4000 or 4520) (min grade B). Restricted to graduate students only. A strong foundation in probability, statistics, multivariate calculus, and linear algebra is highly recommended.*","CSEN-PhD: Bin 2, Elective; CSEN-MS: Bin 2, Elective; CSEN-MSCPS: Bin 2, Elective,AIG Subplan, DSE Subplan, RBT Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Core*","Machine learning, basics of deep learning, scientific experimentation and publishing, supervised learning, unsupervised learning*",,,,,
CSCI-5214*,Big Data Architecture*,"Provides students with a comprehensive survey of technologies used today in the collection, storage, processing, analytics and display of big data. Focuses on cultivating real world skills with students working on semester long projects to execute on a group project. Equivalent - Duplicate Degree Credit Not Granted: ATLS 4214, ATLS 5214, and CSCI 4214 ",3*,"(SP26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance. This class will have its last meeting day on Friday, April 24, 2026.*",Restricted to graduate students only. *,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, AIG Subplan, DSE Subplan; NTEN-MSNE: Elective. NOTE - since CSCI 5214 and ATLS 5214 are cross-listed, ATLS 5214 does not count against non-CS course limit. However, ATLS 5214 is limited to Robotics graduate students. ; AINT-MSAI: Depth*","Agile Planning and Project Execution; Product Management;Relational Databases (e.g. MySQL), NoSQL Databases, including Redis, MongoDB, Cassandra, BigTable, Dynamo, etc.; GIT/Github use; CICD and deployment tools such as Ansible, Pupper, Chef, etc.;Containers and Container orchestration with examples in Docker and Kubernetes; Map Reduce and Streaming frameworks such as Hadoop and Flink; Message Bus tools such as Kafka and Pulsar; Data Science including the use of Spark;Machine Learning including the use of TensorFlow; Search including frameworks such as ElasticSearch and Solr; RESTful service and API design;Data Visualization including the use of D3*",,,,,
CSCI-5253*,"Datacenter Scale Computing - Methods, Systems and Techniques*","Covers the primary problem solving strategies, methods and tools needed for data-intensive programs using large collections of computers typically called ""warehouse scale"" or ""data-center scale"" computers. Examines methods and algorithms for processing data-intensive applications, methods for deploying and managing large collections of computers in an on-demand infrastructure and issues of large-scale computer system design. Equivalent - Duplicate Degree Credit Not Granted: CSCI 4253 and CSPB 4253 and ECEN 5253 *",3*,"(FA26) 001: Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance. (SP26-872: This section is for DTSC majors only. Please petition here if you are not a DTSC major but would like to be considered for this course. https://cuboulder.qualtrics.com/jfe/form/SV_cuvjZtMLSemsIUS)*",Restricted to graduate students only. Recommended: CSCI 5273. *,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, DSE Subplan, SSC Subplan; NTEN-MSNE: Elective. ECEN 5273 and CSCI 5273 are cross-listed, ECEN 5273 does not count against non-CS course limit. However, ECEN 5273 is limited to ECEN graduate students. Section 872 can count for CS students only when a CS instructor, like E. Goodman, teaches both sections simultaneously. ; AINT-MSAI: Elective*","Virtualization, Basic Networking, Hadoop / Spark, RPC using REST, gRPC, cloud virtual machines, containers, kubernetes orchestration, NoSQL systems, storage, or distributed persistence technologies, Java*",,,,,
ECEN-5253*,"Datacenter Scale Computing - Methods, Systems and Techniques*","Covers the primary problem solving strategies, methods and tools needed for data-intensive programs using large collections of computers typically called ""warehouse scale"" or ""data-center scale"" computers. Examines methods and algorithms for processing data-intensive applications, methods for deploying and managing large collections of computers in an on-demand infrastructure and issues of large-scale computer system design.*",3*,"(FA26) If you need permission to enroll due to a course prerequisite or other enrollment error code, please fill out our ECEE Graduate-Level Course Request Form: https://forms.gle/UpFTXq2EDgCNA7X78*",Restricted to graduate students only. Recommended prerequisite: CSCI 5273 or ECEN 5273.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, DSE Subplan, SSC Subplan; NTEN-MSNE: Elective. ECEN 5273 and CSCI 5273 are cross-listed, ECEN 5273 does not count against non-CS course limit. However, ECEN 5273 is limited to ECEN graduate students. Section 872 can count for CS students only when a CS instructor, like E. Goodman, teaches both sections simultaneously. ; AINT-MSAI: Elective*","Virtualization, Basic Networking, Hadoop / Spark, RPC using REST, gRPC, cloud virtual machines, containers, kubernetes orchestration, NoSQL systems, storage, or distributed persistence technologies, Java*",,,,,
CSCI-5854*,Theoretical Foundations of Autonomous Systems*,"Covers techniques for modeling, design and verification of autonomous systems and application domains including automotive systems, robotics and medical devices. Modeling topics include timed systems, differential equations, switched systems, hybrid dynamical systems. Verification topics: reachability and stability verification. Temporal specifications. Synthesis of controllers. Applications: automotive systems, medical devices.*",3*,"(FA26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance.*",Restricted to graduate students only.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, RBT Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","Formal verification, formal synthesis, formal modeling, temporal logic properties, stability theory, Lyapunov theory*",,,,,
CSCI-5817*,Database Systems*,"This course focuses on the principles and implementation of database management systems (DBMS). Topics include data modeling, advanced SQL, storage and indexing structures, query optimization, transactions, concurrency, recovery, and parallel architectures. Students use open-source and commercial systems to apply concepts. The course also introduces Big Data and NoSQL technologies for large-scale data management. *",3*,"(FA26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance. This class will have its last meeting day on Friday, Dec. 4, 2026.*",Restricted to graduate students only. Recommended: Prerequisite CSCI 3753.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, SSC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","Database systems designs of Relational databases, Database systems designs of Distributed databases; database management systems (DBMS); advanced SQL; Big Data (Hadoop, Spark) and NoSQL (Redis) systems*",,,,,
CSCI-5828*,Foundations of Software Engineering*,"Provides an introduction to software engineering concepts and techniques. Topics include the history of software engineering, fundamental software engineering principles and theory, software life cycles, software testing, and the design and implementation of concurrent and large-scale software systems.*",3*,"(SP25) Student may be dropped from course for non-attendance. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date.*",Restricted to graduate students only.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, SSC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","software engineering; software life cycles; software design, Gradle, Pub / Sub Message Bus, Javascript*",,,,,
CSCI-5573*,Advanced Operating Systems*,"Intended to create a foundation for operating systems research or advanced professional practice. Examines the design and implementation of a number of research and commercial operating systems and their components, system organization and structure, threads, communication and synchronization, virtual memory, distribution, file systems, security and authentication, availability and Internet services. Equivalent - Duplicate Degree Credit Not Granted: ECEN 5573 *",3*,"(FA26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance. This class will have its last meeting day on Friday, Dec. 4, 2026.*",Requires prerequisite course of CSCI 2400 and CSCI 3753 (all minimum grade B). Restricted to graduate students only.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, SSC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","Operating sytem internals, Linux kernel programming, virtaulization, cloud and edge computing*",,,,,
CSCI-5448*,Object-Oriented Analysis & Design (OOAD)*,"An applied analysis and design class addressing the use of object-oriented techniques. Topics include domain modeling, use cases, architectural design and modeling notations. Students apply the techniques in analysis and design projects.Equivalent - Duplicate Degree Credit Not Granted: CSCI 4448 *",3*,"(FA26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance.  This class will have its last meeting day on Friday, Dec. 4, 2026.*",Restricted to graduate students only.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, SSC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","UML, Object-oriented design patterns, Java, Object-oriented concepts and principles*",,,,,
CSCI-5413*,Ethical Hacking*,"Teaches basic exploit design and development through hands-on experimentation and testing. Uses a controlled environment to give students a ""playground"" in which to test penetration skills that are normally not allowed on live networks. Equivalent - Duplicate Degree Credit Not Granted: CSCI 4413 *",3*,"(FA25) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance.*",Restricted to graduate students only.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective;CSEN-MSCPS: Bin 3, Elective, SEC Subplan, SSC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","Linux Security, TCP/UDP networking, netcat, nmap, bind/reverse shells, buffer overflows, integer overflows, LAMP stack, XSS attacks, SQL injections*",,,,,
CSCI-5230*,Wireless Systems Lab*,"This Wireless Solutions Architecture course is designed to examine the core concepts of wireless architecture, design and implementation. The course will focus on architecting solutions unlicensed technology, specifically enterprise Wi-Fi networks. Students will learn how to design, implement, troubleshoot and operate enterprise wireless networks. Equivalent - Duplicate Degree Credit Not Granted: CYBR 5230 *",3*,None available (FA24-FA26)*,Requisites: Requires prerequisite course of CSCI 5200 or CYBR 5200 (minimum grade B).*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective; NTEN-MSNE: Advanced Elective, Elective ; AINT-MSAI: Elective*","This Wireless Solutions Architecture course is designed to examine the core concepts of wireless architecture, design and implementation. The course will focus on architecting solutions for unlicensed technology, specifically enterprise Wi-Fi networks. Students will learn how to design, implement, troubleshoot and operate enterprise wireless networks.*",,,,,
CSCI-5190*,Voice Over IP: Voice Network Design and Implementation*,"Provides an in-depth immersion into the foundational theories and technologies of Voice Over IP (VoIP). This course supplements these theories with direct experience through real-world, hands-on lab experiments and demonstrations. The fundamentals of voice technologies, services, and tools used in industry to design, deploy and troubleshoot VoIP networks will be explored in detail, providing the student with a competitive advantage in the job market.*",3*,None available (FA24-FA26)*,Requisites: Requires prerequisite course of CSCI 5170 or CSCI 5160 or CSCI 5180 (minimum grade B). Restricted to graduate students.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective; NTEN-MSNE: Advanced Elective, Elective ; AINT-MSAI: Elective*","Voice Protocols: SIP, SDP, RTP, QoS, Legacy and IP PBXs, SIP Security, PSTN and SIP Gateways, Call Routing, Voicemail, Traditional phones, IP phones, softphones, Analog and Digital voice, Installing, securing, and maintaining VoIP networks*",,,,,
CSCI-5620*,Advanced Wireless Lab*,"Provides a comprehensive, hands-on set of laboratory exercises for the teaching and demonstration of key technical skills required to understand, build, test, and analyze both analog and digital wireless communications concepts. In conjunction with lecture-based content to provide a solid foundation in digital communication theory, SDR-based laboratory exercises enable the synthesis of several fundamental concepts utilizing the latest, modern communications systems technologies. Equivalent - Duplicate Degree Credit Not Granted: CYBR 5620 *",3*,None available (FA24-FA26)*,Requires prerequisite course of CSCI 5200 or CYBR 5200 (minimum grade B). Recommended: Prerequisites CSCI 5630 or CYBR 5630 and CSCI 5220 or CYBR 5220*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective; NTEN-MSNE: Advanced Elective, Elective ; AINT-MSAI: Elective*",Not Available*,,,,,
CSCI-5220*,Wireless Local Area Networks*,"Emphasis on the IEEE P802.11 family of WLAN standards. Students learn the legacy versions of the standard (802.11DS/b), the current generation of WLAN systems (802.11a/g/n/ac), and will to analyze and critique upcoming versions (802.11ax/ba), and gain insight into proposals for new research in WLAN. Exposure to the interoperability and certification process for WLAN by the Wi-Fi Alliance, study the newest Wi-Fi Certified™ programs, and will learn how to model and analyze WLAN traffic using industry standard tools. Equivalent - Duplicate Degree Credit Not Granted: CYBR 5220 and ECEN 5122*",3*,None available (FA24-FA26)*,Requisites: Requires prerequisite course of CYBR 5010 or CSCI 5010 or CSCI 5273 (minimum grade B). Recommended: Prerequisite CYBR 5200 or CSCI 5200.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective; NTEN-MSNE: Advanced Elective, Elective ; AINT-MSAI: Elective*","Emphasis on the IEEE P802.11 family of WLAN standards. Students learn the legacy versions of the standard (802.11DS/b), the current generation of WLAN systems (802.11a/g/n/ac), and will to analyze and critique upcoming versions (802.11ax/ba), and gain insight into proposals for new research in WLAN. Exposure to the interoperability and certification process for WLAN by the Wi-Fi Alliance, study the newest Wi-Fi Certified programs, and will learn how to model and analyze WLAN traffic using industry standard tools*",,,,,
